	v7EBR1	v8EBR1	v12EBR1	v17EBR1	v7MBR1	v8MBR1	v12MBR1	v17MBR1	v7LBR1	v8LBR1	v12LBR1	v17LBR1	v7WBR1	v8WBR1	v12WBR1	v17WBR1	v7EHR1	v8EHR1	v12EHR1	v17EHR1	v7MHR1	v8MHR1	v12MHR1	v17MHR1	v7LHR1	v8LHR1	v12LHR1	v17LHR1	v7WHR1	v8WHR1	v12WHR1	v17WHR1	FemaleA1R1	FemaleA2R1	FemaleA3R1	FemaleA4R1	FemaleO1R1	FemaleO2R1	FemaleO3R1	FemaleO4R1	FemaleH1R1	FemaleH2R1	FemaleH3R1	FemaleH4R1	FemaleL1R1	FemaleL2R1	FemaleL3R1	FemaleL4R1	FemaleM1R1	FemaleM2R1	FemaleM3R1	FemaleM4R1	FemaleT1R1	FemaleT2R1	FemaleT3R1	FemaleT4R1	MaleA1R1	MaleA2R1	MaleA3R1	MaleA4R1	MaleC1R1	MaleC2R1	MaleC4R1	MaleH1R1	MaleH2R1	MaleH3R1	MaleH4R1	MaleL1R1	MaleL2R1	MaleL3R1	MaleL4R1	MaleM1R1	MaleM2R1	MaleM3R1	MaleM4R1	MaleT1R1	MaleT2R1
XP015511012.1	0	0	0	0	0	0	0	0	0	5.166	0	0	0	26.423	0	8.537	11.181	3.47	0	0	3.443	0.059	33.592	0	6.18	7.162	15.094	0	39.471	9.439	10.868	0	1.963	0	0	0	0	7.899	4.168	0	2.83	2.714	0	0.163	11.549	19.502	24.294	0	0	47.735	5.475	0	21.642	4.646	0	0	0	0	0	0	0	3.029	0	5.059	0	0	0	69.688	42.445	59.718	44.96	0	5.381	12.477	12.658	0	2.234
XP015524552.1	0	8.192	6.277	0	0	7.225	28.167	0	0	5.948	24.837	0	45.923	18.971	27.943	19.262	11.141	3.346	0	15.025	18.878	15.911	15.409	17.202	3.269	32.317	0	10.036	0	20.201	28.226	4.166	5.049	7.826	2.6	11.019	21.674	25.788	16.992	5.454	9.79	11.706	31.927	24.334	33.436	38.168	40.702	16.112	8.327	11.529	0	6.304	21.689	10.771	0	16.128	0	0	0	4.011	25.92	29.228	44.621	30.51	9.152	22.109	27.438	20.333	0	13.245	6.912	6.589	8.653	0	9.855	0	16.592
XP015514341.1	512.452	383.982	948.099	539.952	333.308	426.447	657.635	310.209	410.465	624.718	338.621	548.97	293.545	273.131	250.341	291.8	1407.808	1534.036	1303.385	878.795	1271.479	1608.28	1200.539	1331.274	1265.059	1561.352	1197.319	1373.204	319.216	525.591	375.961	356.593	329.221	283.955	313.142	337.07	519.687	500.592	320.962	410.983	432.105	342.485	329.039	294.053	428.037	483.29	440.411	524.968	352.429	396.387	248.928	333.697	515.266	479.396	459.497	370.733	261.628	213.265	303.026	220.14	409.543	443.141	299.218	329.771	224.071	303.698	425.627	609.099	386.867	436.31	441.098	624.199	473.135	565.515	607.583	344.614	527.653
XP015518355.1	0	0	0	0	0	0	0	0	0	2.272	0	0	0	10.404	2.276	1.687	3.534	0	0	1.433	0.705	0	4.716	0	0	0	3.418	7.394	1.32	0.817	6.778	11.47	2.989	0	1.344	0	6.823	0	5.16	2.642	3.668	0.849	2.017	2.381	0	4.192	4.586	0	6.297	0	3.913	0	8.204	1.465	0	2.82	0	14.327	3.151	0	0	2.506	0	0	0	0	5.525	9.646	5.092	0	0	2.473	2.439	6.032	2.195	0	3.119
XP015522950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39	0	1.389	0	0	0	0	0	0	0.625	0	0	0	0	5.505	1.903	0	0	0.729	1.169	0	1.899	2.775	0	1.996	3.482	0.7	0.66	1.232	5.773	0	0	0	0	0	0	4.403	2.209	3.263	0	0	1.74	3.95	0	0	0	0	5.829	0	0	0	0	0	0	4.573	1.671	0	0	2.451	0	0	0	1.21
KYM94367.1	0	0	0	0	0	0	175.005	0	0	19.985	0	0	0	0	0	0	0	0	0	0	0	17.689	0	0	41.472	0	0	0	0	68.569	0	0	13.151	0	0	0	0	0	0	0	0	8.911	0	0	0	45.04	0	36.481	0	0	0	0	0	0	96.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015513563.1	14.631	23.384	9.357	15.587	0	12.571	2.638	0	0	4.226	0	3.107	0	0	1.722	1.297	0	0	0	1.07	0	0.655	0	0	0	0	0	3.21	0	0	0	0	0.769	0.842	0	0.998	4.237	2.638	0	2.062	4.151	6.123	0	5.699	0	0	0	0	0	0	0	0	9.732	24.243	0	0	0	0	0	0	0	0	0	0	1.356	0.79	0	2.263	0	0	0	0	0	0	0	0	0.599
XP015521733.1	32.647	0	40.321	32.731	0	16.941	13.982	33.02	13.132	12.127	0	28.744	8.742	23.008	0	20.114	14.904	19.745	0	7.033	13.028	14.132	0	10.172	0	21.505	9.182	0	18.995	19.599	19.875	9.465	19.121	21.053	27.465	36.129	37.857	24.376	27.573	42.356	29.117	21.633	30.792	46.329	8.901	31.628	26.726	18.707	35.675	48.803	24.686	42.886	33.854	68.391	40.282	78.992	0	0	29.957	20.02	0	25.155	50.041	12.606	8.969	15.679	22.435	46.302	0	22.638	30.468	27.981	28.54	38.711	20.085	0	91.639
XP015523369.1	1.63	0	3.08	0	0	0	0	0	0	0	0	0	0	6.447	0	2.069	0	0	0	0	0.492	0	0	0.348	0	0	3.387	0	0	0.581	2.714	0	2.388	2.127	2.759	0.691	0	0	0	0	0	2.186	0	1.196	0	0	1.11	3.702	0	0	0	0	0.481	0	0	0	0	0	0	0	0	0	0	0	0	0	1.975	0	0	5.717	0	0	0	0.508	2.832	0	0
XP012260746.1	4.765	9.384	27.161	8.355	0	31.463	0	0	0	11.085	0	0	0	0	0	0	7.095	4.097	0	6.736	0	0	0	1.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015510796.1	0	0	0	0	0	0	0	0	5.467	0	0	0	0	8.14	1.893	0	0	1.806	11.674	2.828	0	0	0	0	1.851	0	0	0	4.142	0	2.203	0	41.055	35.651	25.493	42.395	0	3.251	0	3.102	1.242	2.852	12.786	1.68	2.999	4.076	3.636	5.077	9.524	0	10.972	7.063	1.811	3.497	22.191	2.274	75.569	74.582	39.155	51.38	14.853	5.737	10.983	14.646	0	1.606	6.115	10.765	0	4.321	13.517	8.627	17.944	0	0	0	7.654
XP015521513.1	3.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.605	0	2.94	0	3.792	0	0	0	0	4.585	0	0	6.128	3.422	0	4.231	2.265	6.21	3.667	2.686	0	0	0	2.715	10.839	19.015	7.969	4.328	0	0	0	0	0	0	2.134	1.264	2.233	0	0	0	5.293	10.367	2.987	0	0	0	7.057	10.039	7.387	11.816	4.713	0	3.225	0	0	2.366	0	6.124	0	0
XP015515492.1	0	1.043	0	10.799	4.079	0	0	5.279	0	0	4.164	0	7.483	9.522	0	0	0	0	0	2.512	0	0	6.874	0	2.291	0	0	0	0	0	0	3.221	0.633	7.724	0.668	0	5.6	0	0	0	0	0.522	0	0.516	2.021	1.368	1.643	2.003	8.527	6.134	6.026	3.141	1.679	1.077	4.364	0	16.897	0	4.421	0	11.317	0	0	5.634	8.809	0.994	2.079	3.304	0	0	1.87	0	2.886	2.691	0	8.216	0
XP008553389.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.723	0	0	0	0	0	0	0	0	2.124	0	0	0	0	0	0	0	0	0	0	3.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015518374.1	46.526	51.684	62.22	71.61	15.887	28.507	40.29	23.81	9.774	40.939	31.802	49.044	21.173	27.364	28.759	26.033	59.077	68.655	56.998	20.03	18.306	25.527	33.754	22.672	63.011	104.753	56.528	49.11	47.595	32.425	26.115	41.153	757.125	790.834	699.9	1096.7	138.986	192.996	87.962	144.224	47.896	86.571	55.28	67.418	400.621	621.112	357.517	493.821	809.743	867.901	677.735	934.884	61.136	140.336	40.916	90.456	679.262	925.4	1134.964	687.232	261.329	479.131	306.576	73.116	116.826	97.647	80.417	1100.188	844.376	842.401	758.358	1925.184	2568.391	3534.354	2692.549	108.665	126.485
XP015512955.1	3.261	10.277	16.836	5.833	1.503	7.589	12.156	5.279	11.172	11.751	9.987	5.81	25.583	13.986	36.16	29.86	12.031	14.972	14.789	11.713	7.272	25.762	21.01	18.722	9.351	17.614	30.603	22.47	3.413	19.137	23.546	29.766	23.216	20.653	22.98	34.746	16.651	19.93	35.648	52.809	22.201	25.638	38.569	53.508	32.797	44.142	51.407	75.726	10.859	19.841	14.464	24.531	30.959	39.301	26.644	57.551	25.894	31.215	22.766	34.006	26.868	29.274	23.11	27.988	34.103	30.019	31.042	24.122	27.175	24.186	42.659	17.794	17.607	17.688	27.334	12.589	34.727
XP015523593.1	64.459	58.834	199.04	110.233	58.396	89.292	51.026	58.852	78.827	73.441	90.395	86.232	95.484	110.721	60.428	113.267	37.516	29.745	27.335	25.165	4.028	38.789	11.945	13.75	30.588	21.225	58.631	38.07	7.877	13.03	2.242	16.062	1.691	4.29	2.385	1.794	178.942	142.421	99.069	230.288	6.678	40.999	40.804	106.594	11.762	4.375	0	0	7.673	0	7.703	22.532	86.324	233.407	148.485	477.047	0	1.738	0.432	0.744	75.186	80.165	256.338	7.26	4.13	13.339	38.64	0.196	0	1.325	1.496	4.1	3.898	1.904	0	24.45	198.845
XP015520537.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3	0	0	5.496	32.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015523937.1	0	22.193	0	0	0	0	0	0	0	2.561	0	0	0	0	9.616	17.934	4.808	4.658	0	0	4.188	6.802	0	2.161	0	0	0	0	9.53	13.191	0	0	5.057	4.058	0	6.564	0	0	0	6.039	0	2.284	0	0	0	2.885	6.375	0	5.966	0	0	7.649	15.814	27.998	18.654	36.208	0	0	9.3	5.353	10.344	10.097	0	0	0	0	5.294	4.22	7.922	5.781	0	0	0	0	0	0	8.392
XP015520608.1	13.544	10.575	5.297	20.06	0	27.137	6.729	0	25.577	12.604	16.325	6.384	15.426	17.408	19.022	21.872	20.765	13.822	28.899	16.43	11.792	13.604	20.794	14.415	14.675	19.224	9.858	14.67	9.143	17.718	16.925	19.148	26.686	42.846	24.165	9.426	13.836	17.112	13.272	14.48	30.966	25.913	25.044	16.28	25.13	26.674	18.379	21.327	20.749	0	14.625	12.389	5.96	13.558	5.966	10.028	40.969	36.442	25.612	26.336	21.094	15.136	18.733	22.753	14.386	21.051	17.469	22.29	26.601	24.954	19.302	10.171	19.844	16.15	10.973	0	6.544
XP012253894.1	1.714	0	0	0	0	1.224	0	0	0	2.243	5.675	0	0	0	2.799	0	1.403	1.359	0	1.535	1.821	1.984	0	2.209	1.549	0	0	3.955	0	0	0	0	0.248	0	0.652	0	4.198	0	0	0	0	0.333	0	0.416	0	0	0	0	1.741	0	0	2.231	2.631	0	0	0	0	2.773	0	1.561	0	1.469	0	0	0	0	0	0	0	0	1.422	0	0	0	0	0	0
XP015516219.1	0	0	0.292	0.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.098	1.495	0.515	0.302	0	0	0	0.333	0.108	0	3.065	27.897	5.539	12.898	1.995	0	0	0	0	6.469	8.217	12.562	6.673	0	1.068	1.679	0.383	0	0	0	0.811	0.868	0.345	0	0.253	21.798	13.598	3.074	18.167	0	0	0	19.572	23.332	18.649	24.891	0.399	3.666	0.41	8.549	0	0.925	3.023	2.003	0	2.879
XP015514807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.452	0	3.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.495	0	0	0	0	0	0	0	0	0	0
XP015519056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.202	42.32	147.152	0	0	0	0	0	0	6.708	0	0	0	0	0	0	0	0	9.095	0	11.366	0	0	0	0	0	0	0	0	0	31.826	0	0	0	0	0	0	0	0	0	0	0	26.354	21.074	0	0	0	0	0	0	0	0	0	0
XP015513753.1	10.994	0	0	22.09	0	19.373	0	0	11.596	7.105	8.992	4.121	3.247	0	6.666	5.53	0	6.464	0	0	1.928	5.248	0	6.499	2.462	0	0	0	0	0	0	3.512	14.04	1.88	12.365	5.313	2.228	12.569	9.594	0	10.137	9.514	11.829	3.302	10.773	0	17.693	0	5.519	0	14.104	3.539	4.178	1.853	0	0	6.32	17.564	4.294	9.913	14.354	0	0	11.702	24.968	10.72	14.698	0	14.653	21.383	0	0	3.922	2.392	1.692	0	0
XP015523868.1	4.473	3.873	3.698	4.197	0	10.735	1.133	1.123	8.825	6.57	2.911	2.668	12.336	18.558	15.457	15.77	5.071	3.745	15.689	6.354	6.833	6.724	7.262	11.083	7.484	7.122	11.973	9.748	6.224	7.074	8.023	8.842	26.614	14.12	22.948	8.988	18.362	16.731	25.836	11.827	36.821	28.312	28.482	21.611	8.965	14.95	18.737	9.874	25.008	12.304	21.447	14.801	10.439	13.464	8.438	16.679	20.589	32.449	16.795	21.264	23.913	15.476	24.668	31.456	28.635	28.789	18.636	6.788	25.875	21.782	22.055	10.306	11.724	15.093	16.375	14.71	9.909
XP015511337.1	0	0	58.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.102	0	8.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015514812.1	6.187	0	6.685	0	0	0	0	0	0	0	0	9.086	0	0	0	0	0	0	0	0	6.541	0	0	2.755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.102	0	4.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP017875587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	64.387	0	0	0	0	69.168	0	0	11.073	0	0	0	0	0	0	0	0	59.9	37.101	16.461	39.622	21.748	8.008	0	0	0	29.455	0	33.47	0	13.947	37.881	70.483	0	45.668	0	79.663	0	0	0	0	0	0	0	46.338	0	0	0	0	108.911	0	0	16.163	38.78	0	77.318	56.416	0	0	248.463	0	35.73	0	0
XP015524984.1	0	0	0	2.581	0	0	0	0	0	6.555	0	0	6.988	4.949	0	2.18	10.008	0	0	4.493	2.406	2.258	0	2.794	11.642	0	7.016	12.752	0	3.87	0	9.039	2.532	13.713	5.948	9.689	0	4.386	11.246	0	8.31	9.032	8.098	7.59	4.371	0	0	2.799	5.093	9.205	12.397	0	0.886	8.222	0	0	5.982	0	12.196	3.329	10.357	6.051	0	0	5.119	2.823	7.604	0	0	0	3.014	0	7.385	8.011	10.074	0	13.387
XP015513424.1	25.499	31.725	39.82	41.421	39.611	25.943	25.411	9.884	24.541	29.536	38.546	29.521	2.075	0	2.709	0	2.596	0	0	0	2.566	4.926	9.642	2.905	1.525	2.641	2.432	9.062	5.344	0	0	0	0	0	0.628	0	1.601	2.272	3.236	8.47	0	0.384	0	0.479	0	0	0.599	0	0	0	0	0.714	4.046	12.595	17.721	19.643	0	0	0	0	1.933	5.62	7.331	0	0	0	0	0	0	0	0	0	0	0	0	8.879	10.135
XP015522283.1	0	0	1.902	0.335	0	0	0	0	0	0	0	0	0	0	18.145	18.387	4.087	4.496	2.917	0	0	4.056	0	0	1.304	0	0	0	0.419	2.892	0	0	26.206	13.19	3.077	0	12.165	2.429	0	0	2.281	7.402	13.25	13.715	0	0	6.93	3.152	4.06	0	8.315	2.442	0	0	0	7.042	48.627	39.069	0	62.89	0	6.37	1.186	22.235	4.925	0	28.872	3.343	1.339	4.526	2.164	6.199	6.147	3.09	2.414	0	3.445
XP015520823.1	1.714	0	0	4	2.469	3.496	0	0	8.7	3.734	0	0.169	0	0	0.836	0	0	0	0	0.819	0	0	1.662	0.95	0	0	0	0.738	0	0	1.508	0.945	13.576	6.279	10.623	0.691	0.895	0	0	0	17.241	7.999	4.132	0.679	3.254	1.776	1.314	0	10.46	0	1.332	0	0	0	0.686	0	22.669	20.748	0	19.716	9.54	0.849	6.748	38.499	18.693	24.021	7.987	0	9.752	3.87	19.641	4.512	0	0	0.34	8.15	0.632
XP012274066.1	0	0	16.171	0	0	0	0	0	0	11.273	0	19.523	0	0	0	0	0	0	0	0	0	0	0	4.75	0	0	0	0	0	4.838	0	16.707	0	0	0	0	0	0	0	0	0	2.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015514617.1	2.007	1.638	4.597	3.981	0	0	3.736	3.257	6.017	4.182	4.054	3.884	1.189	0	0	0	3.81	0	4.729	0	0.439	0	5.422	0.72	0	0	7.711	9.069	4.572	0.548	7.42	6.078	4.608	1.343	2.791	1.287	0	2.212	0	8.089	0	1.13	2.837	0	0	1.422	0	3.54	0	0	0	1.082	0	3.705	0	2.677	0	0	0	5.158	0	2.741	0	23.475	30.27	16.52	3.684	2.662	0	0	0	0	0	0	3.087	11.132	6.238
XP015521640.1	0	0	0	16.434	0	11.522	0	0	0	14.109	0	0	19.307	108.92	119.053	131.638	66.171	38.482	0	28.998	23.012	24.97	0	74.38	14.642	0	45.231	0	0	0	0	62.753	9.28	11.172	0	13.557	13.229	0	76.136	49.832	0	22.017	23.456	43.248	0	31.798	8.77	38.628	0	0	20.972	10.526	0	11.008	0	33.215	0	26.134	25.561	14.741	28.471	27.786	0	0	33.016	9.114	65.604	0	0	0	26.842	0	0	14.252	20.148	0	23.089
XP015518557.1	19.48	0	12.122	6.759	0	26.351	9.992	1.011	46.585	4.443	9.176	12.328	20.349	1.765	19.656	13.765	17.804	20.657	66.011	39.678	28.689	29.045	0	34.886	17.536	57.553	9.541	66.916	0	20.104	41.428	8.384	26.302	24.486	49.857	13.793	19.515	46.958	27.585	39.618	38.388	36.908	26.018	35.542	7.497	41.726	36.313	15.884	80.579	43.471	83.859	31.661	23.651	104.92	19.384	65.626	108.669	58.318	16.008	43.016	33.627	46.871	0	23.062	28.274	15.506	9.908	47.383	71.674	33.696	29.023	0	7.759	29.792	13.416	0	23.508
XP015518796.1	2.174	0	2.532	0	2.147	1.544	6.103	0	10.061	3.661	5.012	6.215	0	13.993	6.243	7.073	10.231	3.508	6.478	0.772	3.177	3.616	0	0	5.927	10.312	4.671	0.812	0	7.687	15.968	7.74	10.867	13.06	6.433	0	7.918	9.027	1.301	8.794	16.079	17.019	6.568	1.243	0	3.709	2.775	1.728	3.702	5.206	9.464	6.995	1.245	0	0	1.694	11.189	7.694	14.661	6.048	0	5.959	13.279	10.63	4.542	5.328	3.44	6.193	9.971	8.572	6.645	6.229	0	3.341	1.933	0	0
XP015509538.1	0	0	0	0	0	0	0	0	0	0	0	0	9.324	0	19.173	0	0	0	0	0	0	0	0	0	0	8.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015522178.1	11.579	10.724	25.014	5.793	0	6.103	10.905	0	6.091	2.489	9.434	8.613	27.259	32.045	58.374	49.377	16.354	6.797	6.881	17.918	7.112	14.327	14.039	17.859	18.09	8.982	19.957	0	46.286	19.223	17.882	25.849	9.424	17.749	14.066	28.707	37.36	9.901	33.598	35.187	4.729	20.542	8.281	18.74	11.305	19.645	7.74	11.363	11.596	11.892	0	11.15	38.409	58.287	42.288	73.283	19.912	9.22	9.02	31.226	5.026	17.166	32.521	3.069	2.911	8.043	21.87	8.205	7.698	5.617	16.582	12.997	8.243	15.093	21.338	12.921	52.988
XP015521156.1	37.998	13.554	25.201	45.618	8.802	51.245	12.173	7.862	45.886	50.316	27.638	28.913	33.666	25.338	31.377	34.061	40.571	39.185	72.538	62.769	40.348	53.028	62.522	59.45	49.649	36.678	38.234	61.751	26.304	25.512	32.723	49.631	25.236	19.477	17.796	17.198	33.023	35.151	42.986	17.923	24.36	26.424	20.86	29.374	25.194	44.775	41.877	47.695	34.595	29.66	30.988	17.078	28.045	24.659	22.42	19.66	13.382	22.035	19.387	33.945	58.356	23.987	64.777	36.06	15.158	16.838	29.76	43.625	53.104	52.611	62.511	23.686	31.108	26.322	36.176	23.655	29.467
XP015521276.1	0	0	0	0	0	0	0	0	1.286	0	0	0	0.061	2.88	2.457	3.827	0	6.236	0	4.763	1.436	2.678	0	1.852	0	0	5.025	10.427	6.246	11.278	16.23	14.909	0.064	1.169	0	0.525	6.396	8.803	5.62	7.425	15.92	15.992	7.748	15.543	0	5.178	4.673	10.765	0	0	0	2.457	0	0	0	2.946	0	3.675	6.581	1.171	4.695	25.038	26.559	22.389	25.357	14.786	28.939	3.124	3.677	4.222	6.328	0	0	0	4.446	3.976	5.234
XP015511037.1	0	0	1.61	2.621	0	0	0	0	0	0	0	0	0	0	1.047	0	5.26	13.252	3.101	9.22	1.369	4.466	0	3.784	2.323	2.701	0	0	0	3.849	12.074	3.325	0.184	0	0	0.359	2.099	0	0	0	2.13	6.002	5.593	8.438	0	2.525	0	6.142	0	0	0	0	4.941	3.497	0	1.321	0	0	0	0	2.263	1.103	0	2.768	0	3.62	10.424	1.848	0	0	0	0	1.857	0	0.8	0	10.095
XP008212140.1	0	0	0	0	0	0	118.891	0	0	0	68.616	0	49.543	93.176	33.945	21.116	0	0	0	0	0	16.018	0	7.639	0	21.775	0	0	0	0	21.671	0	2.981	43.005	0	46.377	33.948	47.997	0	0	0	24.215	15.049	20.183	0	30.601	0	0	21.072	28.822	0	13.509	55.846	56.492	65.87	0	48.24	0	0	0	0	160.448	0	0	0	0	9.355	14.915	111.895	0	34.445	0	29.962	0	25.854	0	118.518
XP015521780.1	1.505	0	1.867	0	0	0	0	0	0	0.651	0	0	0	0	0	0	14.621	16.541	17.961	8.01	7.95	9.196	0	8.771	4.044	4.691	4.163	3.446	14.488	9.472	6.214	1.922	0.216	1.031	0	0	0	0	0	0	38.251	36.494	52.919	36.932	0	0	0	0	0	0	0	0	0	0	0	0	6.917	2.401	0	0	5.244	0	0	76.928	44.084	52.88	55.708	1.073	0	0	0	15.823	0	2.623	0	0	0
KYN13164.1	0	0	0	0	0	0	0	0	0	0	0	16.855	0	0	0	0	9.125	0	0	0	0	0	0	0	0	0	0	0	0	8.343	0	0	0	0	0	0	0	0	0	0	0	2.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015521952.1	82.852	58.089	167.889	94.409	42.401	214.549	142.442	88.503	212.241	206.59	125.477	80.05	60.134	61.688	43.35	50.26	155.259	74.729	108.871	77.44	84.033	149.019	119.044	108.688	52.111	82.358	86.002	65.057	45.61	56.055	53.975	49.081	149.668	138.301	156.996	113.506	154.135	122.566	96.256	75.265	95.684	95.947	83.98	80.164	76.9	84.576	82.331	75.534	118.236	81.777	81.463	77.079	99.347	96.181	104.533	85.321	212.937	179.715	195.42	130.584	103.669	141.076	79.5	116.87	81.476	92.924	94.069	132.134	85.546	90.734	90.673	171.796	123.278	127.43	73.768	50.423	56.047
XP015509431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.984	0	0	0	0	0	0	0	0.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.448	6.022	0	0	0	0	0	0	0	0	0	12.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015519066.1	1.463	1.787	1.493	2.424	0	2.301	1.606	0.449	2.297	2.214	1.585	0	1.05	1.613	1.269	1.583	3.608	5.599	6.06	4.503	3.483	4.896	4.705	5.715	4.549	4.771	2.506	5.763	1.556	1.473	2.504	4.644	4.744	3.55	2.537	4.464	1.562	2.212	1.549	3.073	5.205	8.051	4.424	9.307	1.893	3.586	1.913	3.14	3.888	2.45	2.481	2.179	2.348	1.53	2.402	3.527	4.45	8.119	3.202	6.645	1.896	1.129	0.556	7.211	9.764	11.593	7.44	2.231	2.901	2.117	2.583	2.721	2.935	1.789	2.754	2.717	2.727
XP015512726.1	0	0	0	0	0	0	0	0	0	8.929	0	0	73.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.183	0	0	0
XP015517920.1	0	0	5.67	2.995	0	0	0	0	0	1.375	0	4.999	6.719	0	0	4.082	1.585	1.968	0	0	0	3.909	0	1.108	0	0.85	3.735	10.87	2.372	2.129	4.195	0	6.299	9.481	7.196	5.304	1.572	3.213	0	14.628	2.917	5.899	10.384	6.089	5.296	6.948	9.347	3.05	16.021	14.809	8.806	3.501	2.471	6.793	7.567	5.537	0	6.235	7.089	11.803	14.803	6.958	0	0	0	4.837	1.951	6.381	7.682	9.674	7.416	6.086	8.249	8.058	8.311	0	5.061
XP015523220.1	5.643	5.064	3.838	4.237	0	6.992	6.34	2.808	3.882	4.66	0	3.715	11.416	35.547	11.51	9.492	4.626	1.435	0	1.489	0.904	4.584	1.656	2.612	1.973	2.741	0.943	2.361	13.114	7.364	4.274	12.758	14.946	23.579	18.988	28.418	8.743	18.622	22.37	20.53	8.649	11.625	7.473	12.346	10.677	17.89	18.087	12.541	15.395	29.737	36.126	27.146	7.704	18.541	11.113	17.96	7.465	28.217	16.973	22.605	14.628	19.705	20.624	7.617	2.374	9.248	11.354	12.965	13.806	16.247	19.409	3.92	14.769	9.834	18.166	3.313	13.673
XP017760312.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.559	0	0	0	0	0	0	0	0	1.218	0	9.637	0	0	0	0	0	0	3.294	6.144	0	0	4.164	9.193	0	0	23.532	0	0	0	11.532	0	0	59.075	13.691	0	0	0	0	0	0	0	0	0	0	0	8.332	7.031	0	0	0	0	0	0
XP015518198.1	1.379	5.362	7.362	3.705	0	3.277	4.261	0	0.549	2.952	1.695	0	17.779	30.113	24.207	20.973	0	0	0	2.41	0	2.795	6.28	2.715	0	0.57	3.214	3.867	2.898	1.183	2.53	2.982	52.491	29.771	63.676	42.658	60.387	32.229	61.279	61.506	19.45	14.414	36.546	23.854	12.825	34.867	36.072	41.086	24.533	17.782	26.93	26.507	50.885	42.532	32.24	59.061	26.861	40.992	62.023	49.003	46.846	44.501	40.908	13.749	11.257	15.264	25.724	29.508	36.506	31.415	26.74	22.149	34.656	29.494	35.702	25.51	37.161
